Song,Title,Book,Length,Offset,Start,End
DON’T GET AROUND MUCH ANYMORE,DON’T GET AROUND MUCH ANYMORE - Bb Item nrb1,The New Real Book Eb I.pdf,1,0,373,373
GOOD MORNING HEARTACHE,GOOD MORNING HEARTACHE - Bb Item nrb1,The New Real Book Eb I.pdf,1,0,374,374
MISTY,MISTY - Bb Item nrb1,The New Real Book Eb I.pdf,1,0,375,375
SPEAK LOW,SPEAK LOW - Bb Item nrb1,The New Real Book Eb I.pdf,2,0,376,377
STORMY WEATHER,STORMY WEATHER - Bb Item nrb1,The New Real Book Eb I.pdf,2,0,378,379
AFFIRMATION             ,AFFIRMATION - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,14,
AIREGN                  ,AIREGN - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,15,
ALL OF ME               ,ALL OF ME - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,17,
ALWAYS THERE            ,ALWAYS THERE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,18,
ANA MARIA               ,ANA MARIA - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,20,
ANGEL EYES              ,ANGEL EYES - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,22,
ANTHROPOLOGY            ,ANTHROPOLOGY - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,24,
AUTUMN LEAVES           ,AUTUMN LEAVES - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,25,
BABY  I LOVE YOU        ,BABY I LOVE YOU - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,26,
BASIN STREET BLUES      ,BASIN STREET BLUES - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,28,
BEAUTIFUL LOVE          ,BEAUTIFUL LOVE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,29,
BERNIE'S TUNE           ,BERNIE'S TUNE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,30,
BIRD FOOD               ,BIRD FOOD - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,31,
BLACK ICE               ,BLACK ICE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,32,
BLACK NARCISSUS         ,BLACK NARCISSUS - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,35,
BLIZZARD OF LIES        ,BLIZZARD OF LIES - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,36,
BLUE BOSSA              ,BLUE BOSSA - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,38,
BLUE DANIEL             ,BLUE DANIEL - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,39,
BLUES CONNOTATION       ,BLUES CONNOTATION - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,40,
BLUES ON THE CORNER     ,BLUES ON THE CORNER - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,41,
BOOGIE DOWN             ,BOOGIE DOWN - Bb Page nrb1,The New Real Book Eb I.pdf,3,0,42,
BOTH SIDES OF THE COIN  ,BOTH SIDES OF THE COIN - Bb Page nrb1,The New Real Book Eb I.pdf,2,1,46,
BOUNCING WITH BUD       ,BOUNCING WITH BUD - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,48,
BREAKFAST WINE          ,BREAKFAST WINE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,50,
BREAKIN' AWAY          ,BREAKIN' AWAY - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,52,
BUT BEAUTIFUL           ,BUT BEAUTIFUL - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,55,
CHAIN OF FOOLS          ,CHAIN OF FOOLS - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,56,
CHANGE OF MIND          ,CHANGE OF MIND - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,58,
CHEGA DE SAUDADE        ,CHEGA DE SAUDADE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,60,
CHELSEA BRIDGE          ,CHELSEA BRIDGE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,62,
COME SUNDAY             ,COME SUNDAY - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,63,
COMPARED TO WHAT        ,COMPARED TO WHAT - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,64,
CREEK                   ,CREEK - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,67,
CRYSTAL LOVE            ,CRYSTAL LOVE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,68,
CUBANO CHANT            ,CUBANO CHANT - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,70,
DARN THAT DREAM         ,DARN THAT DREAM - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,73,
DELEVANS               ,DELEVANS - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,74,
DESAFINADO              ,DESAFINADO - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,76,
DESIRE                  ,DESIRE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,78,
DIG                     ,DIG - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,79,
DINDI                   ,DINDI - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,80,
DON'T GO TO STRANGERS   ,DON'T GO TO STRANGERS - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,82,
DOORS                   ,DOORS - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,83,
EARLY AUTUMN            ,EARLY AUTUMN - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,85,
EASY                    ,EASY - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,86,
EIGHTY ONE              ,EIGHTY ONE - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,89,
ELM                     ,ELM - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,90,
ENDANGERED SPECIES      ,ENDANGERED SPECIES - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,92,
E.S.P.                  ,E.S.P. - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,95,
EVERYTHING HAPPENS TO ME,EVERYTHING HAPPENS TO ME - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,96,
FALL                    ,FALL - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,98,
FARMERS MARKET          ,FARMERS MARKET - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,99,
FAVELA                  ,FAVELA - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,100,
FEEL LIKE MAKIN' LOVE   ,FEEL LIKE MAKIN' LOVE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,101,
FIRE                    ,FIRE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,102,
FIRST LIGHT                    ,FIRST LIGHT - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,103,
FOOLKILLER                     ,FOOLKILLER - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,104,
FOOTPRINTS                     ,FOOTPRINTS - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,105,
FOUR                           ,FOUR - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,106,
FOUR BROTHERS                  ,FOUR BROTHERS - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,108,
FOUR ON SIX                    ,FOUR ON SIX - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,109,
FRIENDS AND STRANGERS          ,FRIENDS AND STRANGERS - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,110,
FUNKALLERO                     ,FUNKALLERO - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,113,
GAVIOTA                        ,GAVIOTA - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,114,
GEE BABY  AIN'T I GOOD TO YOU  ,GEE BABY AIN'T I GOOD TO YOU - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,117,
GEMINI                         ,GEMINI - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,118,
GLORIA'S STEP                  ,GLORIA'S STEP - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,121,
GOIN' HOME                     ,GOIN' HOME - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,122,
GONE WITH THE WIND             ,GONE WITH THE WIND - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,125,
THE GOODBYE LOOK               ,THE GOODBYE LOOK - Bb Page nrb1,The New Real Book Eb I.pdf,4,0,126,
GUARLTJA                       ,GUARLTJA - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,130,
HALLUCINATIONS                 ,HALLUCINATIONS - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,132,
HAUNTED BALLROOM               ,HAUNTED BALLROOM - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,135,
HAVONA                         ,HAVONA - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,136,
HERE'S THAT RAINY DAY          ,HERE'S THAT RAINY DAY - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,137,
HIDEAWAY                       ,HIDEAWAY - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,138,
I LOVE LUCY                    ,I LOVE LUCY - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,139,
I MEAN YOU                     ,I MEAN YOU - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,140,
I SHOULD CARE                  ,I SHOULD CARE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,142,
I THOUGHT ABOUT YOU            ,I THOUGHT ABOUT YOU - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,143,
IF I VVERE A BELL              ,IF I VVERE A BELL - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,144,
IF YOU NEVER COME TO ME        ,IF YOU NEVER COME TO ME - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,147,
I'LL TAKE ROMANCE              ,I'LL TAKE ROMANCE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,148,
I'M ALL SMILES                  ,I'M ALL SMILES - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,150,
IMAGINATION                    ,IMAGINATION - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,152,
IN WALKED BUD                  ,IN WALKED BUD - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,153,
THE ISLAND                     ,THE ISLAND - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,154,
IT HAPPENS EVERY DAY           ,IT HAPPENS EVERY DAY - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,156,
JERSEY BOUNCE                  ,JERSEY BOUNCE - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,159,
JOSHUA                         ,JOSHUA - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,160,
KEEP THAT SAME OLD FEELING     ,KEEP THAT SAME OLD FEELING - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,162,
KILLING ME SOFTLY WITH HIS SONG,KILLING ME SOFTLY WITH HIS SONG - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,165,
LA SAMBA                       ,LA SAMBA - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,166,
LA VIDA FELIZ                  ,LA VIDA FELIZ - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,168,
LADY BIRD                      ,LADY BIRD - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,170,
LAST FIRST                     ,LAST FIRST - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,172,
LAST TRAIN FROM OVERBROOK      ,LAST TRAIN FROM OVERBROOK - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,174,
LAURIE                         ,LAURIE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,175,
LET ME BE THE ONE              ,LET ME BE THE ONE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,176,
LETS GO DANCIN'                ,LETS GO DANCIN' - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,178,
LIKE SOMEONE IN LOVE           ,LIKE SOMEONE IN LOVE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,179,
LINE FOR LYONS                 ,LINE FOR LYONS - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,180,
LITTLE SUNFLOWER               ,LITTLE SUNFLOWER - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,181,
A LITTLE TEAR                  ,A LITTLE TEAR - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,183,
LITTLE WALTZ                   ,LITTLE WALTZ - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,184,
LOVE CAME ON STEALTHY FINGERS  ,LOVE CAME ON STEALTHY FINGERS - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,185,
LOVE DANCE                     ,LOVE DANCE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,186,
LUSH LIFE                      ,LUSH LIFE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,188,
MADAGASCAR                     ,MADAGASCAR - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,190,
MAKE ME A MEMORY (Sad Samba)   ,MAKE ME A MEMORY (Sad Samba) - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,191,
MATINEE IDOL                   ,MATINEE IDOL - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,192,
MERCY  MERCY  MERCY            ,MERCY MERCY MERCY - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,193,
THE MIDNIGHT SUN               ,THE MIDNIGHT SUN - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,194,
THE MIDNIGHT SUN WILL NEVER SET,THE MIDNIGHT SUN WILL NEVER SET - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,195,
MODADJI                        ,MODADJI - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,196,
MONKEY'S UNCLE                 ,MONKEY'S UNCLE - Bb Page nrb1,The New Real Book Eb I.pdf,-1,0,198,
MONK'S MOOD                      ,MONK'S MOOD - Bb Page nrb1,The New Real Book Eb I.pdf,3,0,197,
MOONLIGHT IN VERMONT             ,MOONLIGHT IN VERMONT - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,201,
MORNN'                           ,MORNN' - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,202,
MORNING DANCE                    ,MORNING DANCE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,204,
MR. CLEAN                        ,MR. CLEAN - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,207,
MR. GONE                         ,MR. GONE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,208,
MY ATTORNEY BERNIE               ,MY ATTORNEY BERNIE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,210,
MY SHINING HOUR                  ,MY SHINING HOUR - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,212,
NATURE BOY                       ,NATURE BOY - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,213,
NEFERTITI                      ,NEFERTITI - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,215,
NEVER GIVIN' UP                    ,NEVER GIVIN' UP - Bb Page nrb1,The New Real Book Eb I.pdf,3,0,216,
NEVER MAKE YOUR MOVE TOO SOON    ,NEVER MAKE YOUR MOVE TOO SOON - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,219,
NIGERIAN MARKETPLACE             ,NIGERIAN MARKETPLACE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,220,
NIGHTLAKE                        ,NIGHTLAKE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,221,
NO ME ESQUECA                    ,NO ME ESQUECA - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,222,
NOT ETHIOPIA                     ,NOT ETHIOPIA - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,224,
NOTHING PERSONAL                 ,NOTHING PERSONAL - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,226,
OFF MINOR                        ,OFF MINOR - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,227,
OLEO                             ,OLEO - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,228,
ONCE I LOVED                     ,ONCE I LOVED - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,229,
ONE FAMILY                       ,ONE FAMILY - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,230,
ONE FOR MY BABY (And One More For,ONE FOR MY BABY (And One More For - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,232,
OUT OF THIS WORLD                ,OUT OF THIS WORLD - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,234,
O.Z                              ,O.Z - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,236,
PAPA LIPS                        ,PAPA LIPS - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,238,
PARTIDO ALTO                     ,PARTIDO ALTO - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,240,
PENT UP HOUSE                    ,PENT UP HOUSE - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,243,
PLAZA REAL                       ,PLAZA REAL - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,244,
POLKADOTS AND MOONBEAMS          ,POLKADOTS AND MOONBEAMS - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,246,
PORTRAIT OF TRACY                ,PORTRAIT OF TRACY - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,249,
PROMENADE                        ,PROMENADE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,250,
PUT IT WHERE YOU WANT IT         ,PUT IT WHERE YOU WANT IT - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,252,
P.Y.T. (Pretty Young Thing)      ,P.Y.T. (Pretty Young Thing) - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,253,
QUINTESSENCE                     ,QUINTESSENCE - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,255,
RAPTURE                          ,RAPTURE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,256,
RE: PERSON I KNEW                ,RE: PERSON I KNEW - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,257,
REINCARNATION OF A LOVEBIRD      ,REINCARNATION OF A LOVEBIRD - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,258,
REMEMBER ROCKEFELLER AT ATTICA   ,REMEMBER ROCKEFELLER AT ATTICA - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,261,
RIO                              ,RIO - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,262,
RIVER PEOPLE                     ,RIVER PEOPLE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,264,
ROBBINS NEST                     ,ROBBINS NEST - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,265,
RUBY MY DEAR                    ,RUBY MY DEAR - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,267,
RUSH HOUR                        ,RUSH HOUR - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,268,
SAFARI                           ,SAFARI - Bb Page nrb1,The New Real Book Eb I.pdf,3,0,269,
SANDU                            ,SANDU - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,272,
SATIN DOLL                       ,SATIN DOLL - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,273,
SAVE YOUR LOVE FOR ME            ,SAVE YOUR LOVE FOR ME - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,274,
SEARCH FOR PEACE                 ,SEARCH FOR PEACE - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,277,
SELF PORTRAIT IN THREE COLORS    ,SELF PORTRAIT IN THREE COLORS - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,278,
SHAKER SONG                      ,SHAKER SONG - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,280,
SHAW 'NUFF                       ,SHAW 'NUFF - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,282,
SIMPLE SAMBA                     ,SIMPLE SAMBA - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,284,
SKYLARK                          ,SKYLARK - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,286,
A SLEEPIN' BEE                   ,A SLEEPIN' BEE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,287,
SMALL DAY TOMORROW               ,SMALL DAY TOMORROW - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,288,
SOLAR                            ,SOLAR - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,290,
SOMEDAY MY PRINCE WILL COME      ,SOMEDAY MY PRINCE WILL COME - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,291,
SONG FOR LORRAINE                ,SONG FOR LORRAINE - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,293,
SONJA'S SANF'ONA                 ,SONJA'S SANF'ONA - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,294,
SOUL SAUCE (Wachi Wara)          ,SOUL SAUCE (Wachi Wara) - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,296,
SPEAK NO EVIL                  ,SPEAK NO EVIL - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,297,
SPIRAL                         ,SPIRAL - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,298,
ST. THOMAS                     ,ST. THOMAS - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,301,
STICKY WICKET                  ,STICKY WICKET - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,302,
STREET LIFE                    ,STREET LIFE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,304,
SUDDEN SAMBA                   ,SUDDEN SAMBA - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,307,
SUNRUNNER                      ,SUNRUNNER - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,308,
"TAKE THE ""A"" TRAIN             ","TAKE THE ""A"" TRAIN - Bb Page nrb1",The New Real Book Eb I.pdf,2,0,310,
TENDERLY                       ,TENDERLY - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,312,
THEME FOR ERNIE                ,THEME FOR ERNIE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,313,
THERE WILL NEVER BE ANOTHER YOU,THERE WILL NEVER BE ANOTHER YOU - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,314,
THESE FOOLISH THINGS           ,THESE FOOLISH THINGS - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,315,
THIS MASQUERADE                ,THIS MASQUERADE - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,317,
THE THREE MARIAS               ,THE THREE MARIAS - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,318,
THREE VIEWS OF A SECRET        ,THREE VIEWS OF A SECRET - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,320,
TIME REMEMBERS ONE TIME ONCE   ,TIME REMEMBERS ONE TIME ONCE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,322,
TRISTE                         ,TRISTE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,323,
TUNE UP                        ,TUNE UP - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,325,
TURN YOUR LOVE AROUND          ,TURN YOUR LOVE AROUND - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,326,
TWISTED                        ,TWISTED - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,328,
UNIT SEVEN                     ,UNIT SEVEN - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,330,
UP JUMPED SPRING               ,UP JUMPED SPRING - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,333,
VELAS (Velas Icadas)           ,VELAS (Velas Icadas) - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,334,
VERY EARLY                     ,VERY EARLY - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,336,
VOYAGE                         ,VOYAGE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,337,
WALTZ FOR DEBBY                ,WALTZ FOR DEBBY - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,338,
WALTZ NEW                      ,WALTZ NEW - Bb Page nrb1,The New Real Book Eb I.pdf,1,1,341,
WATERWINGS                     ,WATERWINGS - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,342,
WAVE                           ,WAVE - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,344,
A WEAVER OF DREAMS             ,A WEAVER OF DREAMS - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,346,
WE'LL BE TOGETHER AGAIN        ,WE'LL BE TOGETHER AGAIN - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,347,
WELL  YOU NEEDN'T              ,WELL YOU NEEDN'T - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,348,
WEST COAST BLUES               ,WEST COAST BLUES - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,349,
WHATS NEW?                     ,WHATS NEW? - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,350,
WHERE IS LOVE?                 ,WHERE IS LOVE? - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,351,
WHO CAN I TURN TO?             ,WHO CAN I TURN TO? - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,352,
WILDFLOWER                     ,WILDFLOWER - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,353,
WILLOW WEEP FOR ME             ,WILLOW WEEP FOR ME - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,354,
WITCHCRAFT                     ,WITCHCRAFT - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,355,
YES AND NO                     ,YES AND NO - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,356,
YOUNG RABBITS                  ,YOUNG RABBITS - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,357,
YOUR MIND IS ON VACATION       ,YOUR MIND IS ON VACATION - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,358,
ALL OR NOTHING AT ALL,ALL OR NOTHING AT ALL - Bb Page nrb1,The New Real Book Eb I.pdf,2,11,370,
DO NOTHING ’TIL YOU HEAR FROM ME,DO NOTHING ’TIL YOU HEAR FROM ME - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,372,
DON’T GET AROUND MUCH ANYMORE,DON’T GET AROUND MUCH ANYMORE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,373,
GOOD MORNING HEARTACHE,GOOD MORNING HEARTACHE - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,374,
MISTY,MISTY - Bb Page nrb1,The New Real Book Eb I.pdf,1,0,375,
SPEAK LOW,SPEAK LOW - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,376,
STORMY WEATHER,STORMY WEATHER - Bb Page nrb1,The New Real Book Eb I.pdf,2,0,378,